ID,Year,UA,obesity,popCount,10301,"Violent crime - violence offences per 1,000 population",22401,90356,90360,90637,92309,92310,92899,92924,93111,93350,93351
145,2012,EM27,86,503,5.285037733,6.329513758,1582.134766,11.76313099,9.928802643,0.530511502,19.77399498,19.86237593,21.94851879,9.392809019,6.091145376,26.76699627,365.1912367
146,2013,EM27,97,529,4.353782384,7.445515036,1687.49214,9.425755786,24.36746979,0.635507401,19.74260932,20.16146594,20.45461326,9.6221737,6.425089764,30.12284244,386.0758432
147,2015,EM27,105,569,4.331290705,8.890307218,2021.01816,11.80715477,10.29731753,0.900441482,19.31064429,20.88833193,22.71207051,8.804961071,8.074572647,21.58068855,372.7402903
148,2016,EM27,107,586,4.663976168,10.74223378,1489.272774,9.460161706,19.92853032,1.079019669,19.52418335,21.28042326,20.45461326,10.16933768,7.649552518,20.36038085,366.4216992
149,2017,EM27,127,638,4.793814892,16.33756277,1728.48475,8.080071898,22.28145178,1.485977341,19.55475763,20.94282337,19.55826995,9.388367097,7.426922926,24.6314578,382.5839902
150,2011,EM28,130,883,4.421583268,7.862353345,1632.452933,10.99868019,2.714539085,0.44286541,21.45362366,16.99248065,17.66598961,9.306999169,7.265010496,35.00407324,432.4343488
151,2013,EM28,124,918,3.892885416,6.240132706,1887.346652,7.957322978,21.69671001,0.710837797,21.30728287,18.68307772,11.6903675,9.291149585,7.649552518,38.15653479,425.8829674
152,2014,EM28,153,922,4.03368195,9.641423915,2166.597137,9.349194146,40.04517321,1.076307401,21.07839271,19.39103955,16.7696463,8.958510226,8.104931228,33.07191938,428.0445907
153,2015,EM28,133,1006,4.187706349,11.64824183,2346.422444,10.17408936,20.35746012,1.316985545,21.08170609,19.67094541,17.76558331,8.435776811,8.81329811,26.05515011,431.8690011
154,2017,EM28,103,843,4.323438323,13.71790379,2096.420415,6.699982091,30.17742953,1.60445345,21.03211518,20.1940495,14.97695966,9.127404201,8.51983183,20.86884239,468.882643
155,2011,EM29,182,932,5.019989061,12.64661694,2326.29151,12.76069332,12.93752619,0.729455657,19.68267191,18.42976309,20.45461326,8.779520974,5.150029375,11.20807311,343.9075613
156,2012,EM29,174,887,5.228947607,10.34976527,2520.34628,12.82604717,15.41273416,0.764758479,19.43842566,19.12752532,21.94851879,8.347241236,5.210746536,10.90299619,325.2178338
157,2014,EM29,196,991,4.561287929,10.54724327,2476.012553,9.446174657,28.41947392,1.162270668,19.06122772,19.79511321,20.95258177,9.124678476,5.413137074,6.326842318,340.2494295
158,2015,EM29,212,1024,4.141091287,12.65895351,2474.034435,12.07658197,11.46172101,1.454508481,18.84538377,20.0802082,22.6788726,7.606046038,5.291702752,5.513303852,341.0143116
159,2017,EM29,210,1056,4.693077225,12.64379941,2577.460335,9.263006019,20.42986787,1.546508803,18.52986159,20.55221922,24.33876764,7.090379317,5.757200989,12.3266885,376.0658646
160,2011,EM30,723,3489,5.202911217,17.45326246,1514.352153,16.03736347,11.83925393,1.16529402,23.10661658,11.26083946,28.22292201,11.02602284,5.959591526,18.428227,303.2690435
161,2012,EM30,788,3740,5.096954313,15.45913159,1469.586073,20.97898592,20.12902188,1.262657386,23.12916179,11.38831373,27.32657869,10.59414692,6.030428215,14.25884236,316.005993
162,2013,EM30,792,3817,4.584632283,16.62702976,2024.281235,16.32394072,17.7223371,1.476786789,23.2578765,11.50109107,27.42617239,10.75516658,5.797679096,18.83499623,324.8852763
163,2015,EM30,966,4195,4.875462761,18.50768242,2136.670553,17.929792,16.49855632,1.902239293,23.31264856,11.57142685,30.08200444,9.68789395,6.414970237,14.56391928,325.0848108
164,2016,EM30,1007,4380,4.810956267,23.87202566,1950.370663,14.98052094,29.07527335,2.07892578,23.33090401,11.58690993,31.74189947,10.99018461,6.667958409,9.68268849,336.5580421
165,2017,EM30,1072,4566,5.03401075,31.48845706,1805.15967,13.69900897,23.2918648,2.550567677,23.18116742,11.66913692,29.11926532,10.20103685,7.224532388,14.36053467,338.9524556
166,2011,EM31,230,1171,5.568637774,9.13604226,1899.375784,13.3755183,12.28141578,0.949041674,17.31536854,25.90769874,21.55014398,8.170069134,6.27329686,2.462534606,328.7096868
167,2013,EM31,262,1280,4.851693606,8.764870374,1829.050037,10.26210793,7.140450934,1.011273209,17.1424481,27.53356711,24.63754874,9.620962267,5.585169031,6.22515001,336.6578093
168,2014,EM31,285,1240,5.119800826,9.213523055,1745.770905,11.38052998,26.28821599,1.836232038,17.07041262,28.01990441,23.94039283,9.550497237,5.888754838,6.936996168,347.7984832
169,2015,EM31,266,1289,4.84422488,10.45843532,1638.710472,12.56314426,5.20583931,1.665806605,16.99924545,28.528438,25.93226686,8.772151422,6.263177333,17.51299622,356.5779993
170,2016,EM31,251,1314,5.10319115,12.35292452,1727.874023,12.61465269,21.29638038,1.524606481,16.88951931,28.96338805,24.13958023,8.279199073,6.172101591,20.25868855,353.7512612
171,2011,EM32,133,934,4.711398316,7.487805417,1691.844986,12.3098248,26.48587217,0.64115478,20.83952701,17.44220451,18.96070774,9.143960454,6.11138443,20.15699624,378.5267896
172,2012,EM32,164,906,4.99827105,7.383480398,1810.613689,11.29036986,21.4492454,0.648212173,20.75928139,18.18255318,20.35501956,9.057948699,5.81791815,22.08915009,383.515151
173,2013,EM32,173,984,4.205100824,8.515969586,2039.515948,8.880623866,15.09279399,0.920151826,20.63755717,18.70348557,25.83267316,10.78817813,6.253057806,20.56376547,389.7339749
174,2015,EM32,172,1015,4.197026896,8.87754833,1890.876088,11.14146774,7.1991282,1.141622853,20.28070878,19.315187,14.74457436,10.36912321,7.123337119,18.02145776,388.303978
175,2016,EM32,174,962,4.361607589,12.58439669,1824.627316,10.54451798,18.68064879,1.226947954,20.18338558,19.4999797,21.31775868,10.11240033,7.194173807,21.37730394,407.060217
176,2017,EM32,216,1027,4.69356064,16.95591759,1851.937932,7.784338368,27.16670532,1.87509735,20.02150335,19.66061028,14.18021005,9.296500082,7.396564345,19.03838085,416.0392675
177,2011,EM33,236,1319,4.687062787,7.410713047,2041.217066,11.71399119,20.76537352,0.681779635,20.59774573,19.06473491,17.2676148,9.100954577,6.081025849,28.3940732,354.3831203
178,2013,EM33,214,1347,3.974172989,6.22507068,2116.672004,8.771224153,16.36334422,0.83214388,20.35421096,20.44797691,20.25542586,9.924426277,5.969711053,24.22468857,380.7549244
179,2014,EM33,244,1426,4.154279638,6.311165112,1981.691437,10.14369205,26.54735924,0.910475101,20.13533977,20.86164805,20.85298807,9.787534329,6.627480301,28.49576551,382.5839902
180,2015,EM33,255,1381,4.034082795,7.08876962,1952.696004,11.44359465,16.09312029,1.121162414,20.18576608,21.33295763,16.57045889,9.037152429,7.254890969,14.97068852,369.3814603
181,2011,EM34,162,953,4.782424112,6.401197296,1822.917758,12.39214558,15.29479933,0.29703173,19.94717952,18.44940829,20.05623846,9.728678867,5.514332343,22.29253471,368.5500667
182,2014,EM34,159,1050,4.226481335,8.129070448,2065.289365,8.53417492,31.90850957,0.867633421,19.76060899,19.73663438,24.23917393,9.732414119,5.625647139,31.95330399,376.1323761
183,2011,EM35,173,952,4.202500618,7.823929929,2414.545734,12.25256203,2.354651101,0.487433369,21.826434,15.46773214,21.74933139,8.810008709,6.010189161,33.17361169,387.6388631
184,2012,EM35,177,914,4.580632404,7.506301096,2137.812567,10.88150629,27.17540853,0.55625982,21.65922036,16.1863873,21.84892509,8.779823832,5.939352473,33.58038092,398.646514
185,2013,EM35,176,1028,3.94666005,6.230308081,2247.321393,8.855751934,17.75661489,0.519275285,21.51101035,16.61392249,21.25136288,9.607838408,5.514332343,25.24161165,416.8374054
186,2014,EM35,152,1002,4.12510416,6.049026549,2446.524322,8.924847676,42.58793844,0.961631887,21.39440205,17.06598009,16.17208408,9.320930651,6.010189161,28.3940732,409.4213747
187,2015,EM35,187,1065,4.161210453,8.166353313,2434.342738,11.12708172,19.50675774,1.210500515,21.18537934,17.37141812,21.68293559,9.406639548,6.576882667,28.08899628,422.6904161
188,2016,EM35,222,1078,4.256801408,8.289596888,2417.964154,10.3473623,18.99219139,1.638414965,21.06670194,17.60085983,15.40853237,10.03708956,6.222699226,27.1737655,463.3954454
189,2017,EM35,223,1141,4.439791195,10.11636592,2359.022285,7.784338368,44.05496732,1.482100211,20.89037104,17.77917056,19.35908254,9.100146954,6.748914624,26.05515011,475.0349554
190,2012,EM36,157,996,5.010914631,3.078335521,2345.772996,9.611424009,11.56536939,0.347294934,19.60885203,21.47233196,24.03998653,9.495477981,6.374492129,15.07238083,372.7070346
191,2013,EM36,186,1197,4.196662512,2.602158191,1945.210717,7.580732563,22.00428739,0.580322901,19.6145363,22.07401194,17.66598961,10.45261114,6.040547742,9.987765414,372.6405231
192,2014,EM36,144,1104,4.175384039,3.099515127,1976.326679,8.981932182,23.40815608,0.721311651,19.4305099,22.37777688,17.76558331,10.42222436,6.253057806,18.02145776,379.5577176
193,2015,EM36,192,1140,4.079248277,4.172042874,1568.872362,10.13477236,17.13153031,1.683918905,19.26558621,22.74895504,20.81979017,9.565842058,6.475687398,10.90299619,393.3921066
194,2016,EM36,187,1164,4.394679705,5.454520932,1817.049659,10.3473623,29.0957534,0.979921707,19.28138618,22.96645044,22.1809041,8.822324946,6.971544216,20.56376547,410.9511389
195,2017,EM36,173,1115,4.719361287,6.759598583,1745.808196,7.192871308,29.14795363,1.342682386,19.30968725,23.03153206,18.36314552,8.521384755,6.931066108,19.24176546,441.2138649
196,2011,EM37,175,974,4.396850586,6.230450778,1392.035303,10.94778958,17.84666261,0.414644357,20.84354123,17.90330267,17.76558331,9.937247279,5.949472,21.07222701,391.1972276
197,2012,EM37,138,874,4.739502965,5.33442429,1334.300044,9.471246564,24.08426701,0.519022746,20.70860209,18.68199982,18.96070774,9.563923955,5.989950107,15.27576544,422.5573931
198,2014,EM37,159,1059,3.855361031,5.588028311,1831.59315,7.072975032,19.12644565,0.586309337,20.52368422,19.49630182,18.96070774,9.826905907,6.222699226,19.14007315,444.3731605
199,2015,EM37,153,1017,4.018328193,7.000541997,1932.144484,9.870627267,16.45506447,1.05766889,20.48735716,19.89495707,16.9024379,9.33879929,6.667958409,18.12315007,468.9491544
200,2017,EM37,169,1084,4.671758493,13.12654939,1775.275124,6.897137778,38.36399497,1.393157345,20.58500635,19.96994009,16.37127149,9.580278303,7.02214185,20.76715009,459.8370809
201,2011,EM38,213,1215,5.063974898,8.752209086,1837.334236,14.38061167,14.85102887,0.696131957,19.64150455,18.58183997,21.25136288,8.862706052,5.504212816,32.25838092,364.758912
202,2012,EM38,197,1189,5.231169951,6.818695292,1850.264406,12.99447149,23.15965261,0.580559712,19.39518986,19.44542577,19.35908254,8.487464626,5.190507483,35.00407324,363.0296134
203,2013,EM38,204,1195,4.145480486,6.334688283,2090.226812,10.11925094,21.18095723,0.522615566,19.16950844,20.075497,19.06030144,9.460144513,5.372658967,27.88561166,389.5011847
204,2014,EM38,201,1166,4.372476419,7.10809465,2090.910115,9.928974374,32.64737931,0.919947147,18.97575,20.64238808,22.2472999,9.082581173,5.463734709,28.3940732,393.6248968
205,2016,EM38,214,1204,4.511079965,9.157918071,1884.042685,12.22034132,22.49181525,1.521735367,18.65673168,21.42669998,17.93157282,9.515769486,5.81791815,35.51253478,400.3758127
206,2017,EM38,223,1277,4.453592359,9.017878572,2042.14768,8.671538959,23.80234218,1.395239845,18.57907512,21.56929527,15.57452187,8.548339143,5.575049505,32.0549963,405.5304528
207,2011,EM39,180,805,5.487232046,16.78028973,3274.142187,16.03303474,4.01466546,1.357591657,18.27703266,14.25832307,25.93226686,9.267324733,5.483973763,17.41130391,309.3548444
208,2012,EM39,155,737,5.791061035,15.31022846,2921.539936,14.98253812,46.61306224,1.067578557,18.20012996,14.37982104,22.14770619,9.284082892,5.413137074,8.055611558,331.8024709
209,2013,EM39,180,889,5.291970094,13.08260974,2315.708449,11.74958519,11.95913871,1.208774289,18.327107,14.59632274,19.35908254,9.907769071,5.210746536,13.5469962,350.2594081
210,2014,EM39,181,850,5.302257864,14.29387209,2158.896704,11.43888928,54.67589385,1.71651621,18.2372707,14.76035092,16.17208408,9.864561288,5.423256601,19.34345777,359.3049702
211,2016,EM39,214,958,5.270063439,18.48304004,2234.382021,13.10754191,42.72154318,2.577095738,18.24755571,14.91979246,27.35977659,8.78265051,5.767320516,10.90299619,342.909889
212,2011,EM40,123,820,4.549782613,7.862353345,1497.115177,10.45605557,21.32936566,0.44286541,21.1996057,16.93156566,26.03186057,9.196052081,6.202460172,27.58053474,439.8836352
213,2012,EM40,106,778,4.987948455,6.823630444,1868.517982,10.40187363,22.13434699,0.600150449,20.97430339,17.83035776,23.44242432,8.745499892,6.161982064,25.13991934,438.9857301
214,2013,EM40,126,800,4.216655298,6.240132706,1749.126266,8.405912526,-1.385537189,0.710837797,20.75390416,18.58483502,20.95258177,9.125990862,6.425089764,16.90284237,451.290355
215,2014,EM40,116,737,4.351277553,9.641423915,2351.106002,10.42611511,25.58231509,1.076307401,20.53104374,19.18549134,18.96070774,8.756907555,6.738795097,14.25884236,432.5673717
216,2015,EM40,92,584,4.416406575,11.64824183,2077.725009,10.45591663,32.32392664,1.316985545,20.31041331,19.75509598,18.23035392,8.474239814,7.892421163,22.1908424,433.2989981
217,2016,EM40,115,693,4.4024931,12.08261382,2403.331505,9.460161706,17.93725349,1.542494875,20.24434671,20.06736946,17.79878121,9.309825847,9.147242498,25.64838088,429.3748204
218,2017,EM40,105,705,4.926051924,13.71790379,2271.826511,7.291449151,41.15206995,1.60445345,20.22110555,20.26443586,24.03998653,8.765387587,9.450828304,29.00422705,456.079182
219,2011,EE01,588,2569,5.123606202,14.74923117,1364.703003,12.64281292,16.83356383,0.513172275,25.10452262,11.7058999,27.8245472,11.50988945,6.334014021,28.08899628,372.6072674
220,2015,EE01,756,3060,5.003178804,21.45804782,1881.448304,8.763929521,17.08310957,1.843978206,25.66678702,12.01975632,26.39703747,8.863614627,7.204293334,16.39438083,388.170955
221,2016,EE01,813,3067,5.016596779,20.51169843,2054.955472,11.62887426,26.51966533,1.596315157,25.77254886,12.04441057,26.96140178,10.5022799,8.398397508,21.27561163,389.0023486
222,2017,EE01,791,3211,5.088386651,23.6240243,2323.608877,13.69900897,21.31910391,2.056416328,25.99671938,12.23195286,25.23511095,11.09214691,8.448995142,18.428227,423.5883212
223,2011,EE02,293,1591,5.052447001,12.28536056,2022.965025,11.15423885,15.95968143,0.475847233,22.20958587,15.77795771,17.76558331,9.950371138,7.173934754,17.2079193,381.2205048
224,2014,EE02,331,1785,4.426417663,15.43894074,2097.295375,9.032715226,36.19955552,1.490356998,22.31785373,16.8797344,16.17208408,9.268536166,7.396564345,7.445457709,412.2813686
225,2016,EE02,376,1895,4.595885726,17.14407222,2330.928494,9.953050923,29.34640828,1.381345665,22.42615906,17.17288708,15.50812607,9.817618252,8.327560819,7.038688476,455.813136
226,2017,EE02,397,1917,4.62404954,20.6041402,2296.591881,10.93882936,24.52719091,1.795828691,22.58904634,17.35339043,17.46680221,9.920892931,9.046047229,9.886073106,458.8061529
227,2011,EE03,397,2065,5.404330021,14.73960471,2548.553086,10.14977977,14.64004181,1.082951627,23.36184509,13.48377315,23.04404951,9.795206739,5.777440042,23.81791933,357.8084618
228,2012,EE03,447,2113,5.337103983,12.66192245,2402.353121,9.446792478,28.07680194,1.018505873,23.59166963,13.81081539,23.14364321,9.536060992,5.625647139,25.95345781,357.1433469
229,2014,EE03,352,1966,4.640933937,17.26968664,2391.554552,8.337113936,24.68787546,1.806982908,23.92969679,14.19983487,19.55826995,9.836092608,6.344133548,23.71622703,376.5647008
230,2016,EE03,534,2364,4.677426312,26.95170127,2120.136639,10.44594014,18.40475537,2.283934457,24.32381113,14.34088072,19.95664475,9.843058349,6.718556043,24.52976549,376.2653991
231,2017,EE03,555,2674,4.790647963,30.7838345,1997.417747,11.23456289,25.58677918,2.903686144,24.59615183,14.45128998,22.6456747,9.409466225,7.275130022,21.27561163,372.9730805
232,2012,EE04,156,965,4.813409524,7.200896411,1733.363891,8.598023744,26.38109149,0.528002081,20.35118857,15.61002383,14.27980375,10.0109428,8.479353723,15.07238083,422.5906489
233,2013,EE04,161,1017,4.233822435,7.780615207,1613.080644,8.500658669,17.21684371,0.736009999,20.20370469,15.75202534,28.62129681,10.16550148,8.833537164,34.69899631,445.9694361
234,2014,EE04,169,1023,4.436193577,12.63806905,2163.951618,7.926622082,40.64558882,1.117902366,20.36841277,15.78398392,26.43023537,9.655084301,8.874015272,8.360688483,459.3715005
235,2015,EE04,180,1080,4.447405474,15.51271709,2105.970322,7.270168703,24.13555536,1.451525817,20.35056003,15.53847713,23.40922642,8.938521578,10.09847803,19.34345777,436.9238741
236,2016,EE04,178,1183,4.495424891,19.86135571,2167.78821,9.065850332,16.19893241,1.512863524,20.18382099,15.23383025,15.04335546,9.795004833,11.48485321,20.56376547,474.569375
237,2017,EE04,170,1131,4.808268226,21.83865648,2155.266059,9.755895236,23.88220156,2.348587226,20.12881838,15.17033387,17.0684274,10.48572365,11.71760233,16.90284237,501.5065267
238,2012,EE05,126,833,5.086597672,7.833824249,1815.33935,8.995297411,12.09430333,0.757453871,19.99750027,22.50185322,22.04811249,9.169400551,7.811464948,25.34330396,355.5470713
239,2014,EE05,141,934,4.19406371,9.699710228,1848.421677,10.17607528,25.15399,1.290990351,19.50843022,24.05003597,20.15583216,9.69445588,8.023975013,26.25853473,382.0186426
240,2015,EE05,146,920,4.210247485,14.17316907,2049.558727,9.484799819,16.22897268,1.713750525,19.22845688,24.64044314,22.546081,9.248951329,8.388277981,29.81776552,387.5058402
241,2016,EE05,136,848,4.580678552,16.37704146,1987.463807,9.657317393,13.64783393,1.651434742,19.17626742,25.031555,24.13958023,9.755128491,9.066286282,21.07222701,411.0841619
242,2017,EE05,151,918,4.951137724,17.64292624,1776.804157,9.755895236,22.53280028,2.102758503,18.94507691,25.37437102,23.64161172,9.474782664,8.914493379,25.24161165,428.4769154
243,2011,EE06,194,1459,4.953230072,4.082636682,1839.711318,9.177621054,12.61439754,0.357174355,21.7825132,16.55553066,14.67817856,9.623486086,7.851943055,31.13976553,454.3498833
244,2012,EE06,194,1503,5.171278365,3.737968652,2110.935945,7.196063264,5.007117171,0.319343299,21.7550416,17.37037131,15.57452187,9.383824223,7.690030625,25.95345781,485.5437701
245,2013,EE06,221,1527,4.528368359,4.292234907,2226.143844,7.0319006,15.80049053,0.743693207,21.74644862,17.9768837,19.06030144,9.757046594,7.406683872,30.32622706,502.5374547
246,2014,EE06,191,1510,4.287579354,5.564642287,2171.128886,7.789846386,22.50374413,0.689755808,21.80552771,18.29190532,14.97695966,9.407750028,8.034094539,24.93653472,489.1353904
247,2015,EE06,195,1546,3.962590486,6.871045992,1996.168062,7.132768456,5.541182672,0.688367151,21.75228198,18.53033519,16.17208408,8.617996551,9.956804649,27.58053474,507.1932587
248,2016,EE06,174,1595,4.054873298,9.331305826,1978.316584,7.882916212,32.66080324,1.059436227,21.82100773,18.73227143,15.54132397,9.596935509,9.774653165,36.83453479,540.7483033
249,2017,EE06,199,1684,4.172059676,11.23555325,2094.073844,7.882916212,31.27735018,1.258679912,21.9257703,19.02322069,14.87736596,9.603093628,10.60445437,27.27545781,536.391801
250,2011,EE07,175,859,5.622143804,7.428035614,2187.506762,9.356345349,19.7934793,0.47686772,19.00210062,21.66060032,21.84892509,10.24606179,7.750747786,11.51315004,427.2797086
251,2012,EE07,155,784,5.66461994,6.403326529,2307.923726,6.478219579,6.762820517,0.533728558,18.8034524,22.75832637,23.74120542,9.317094446,7.356086238,18.83499623,414.7755493
252,2014,EE07,169,855,4.654680259,8.89108279,2236.170128,6.268723116,28.2068837,1.022063967,18.53268476,23.9841795,20.15583216,9.630855638,7.47752056,26.66530396,423.9873901
253,2015,EE07,193,875,4.59032972,12.11816853,1999.119448,5.553394376,27.46594924,0.973971369,18.53924589,24.36367578,18.76152033,9.394424263,8.641266153,17.10622699,401.8390653
